"CODINST","NOMBREINSTITUCION","CODIGOMUNICIPIO","NOMBREMUNICIPIO","DEPARTAMENTO","CALENDARIO","NATURALEZA","JORNADA","EVALUADOS","PROMLECTURACRITICA","PROMMATEMATICA","PROMSOCIALESYCIUDADANAS","PROMCIENCIASNATURALES","PROMINGLES","PROMRAZONAMIENTOCUANTITA","PROMCOMPETENCIASCIUDADAN"
175315,"CENTRO PEDAGOGICO ESTUDIANTIL - SEDE PRINCIPAL",20013,"AGUSTIN CODAZZI","CESAR","A","NO OFICIAL","SABATINA - DOMINICAL",11,42.09,40.64,38.27,33.73,42,43.18,38.18
84194,"LICEO LATINO",76001,"CALI","VALLE","B","NO OFICIAL","NOCHE",10,43.8,41.2,39.1,34.2,39.3,42.3,39.5
50583,"COL NTRA SRA DE LA ANUNCIACION",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",48,57.35,54.94,57.4,56.73,53.31,56.04,57.56
112680,"INSTITUTO EMPRESARIAL NUEVO HORIZONTE",19001,"POPAYAN","CAUCA","A","NO OFICIAL","MAÑANA",9,45.56,43.89,46.22,44.44,49.89,47.44,46.11
79061,"COL GIMNASIO CALIBIO",19001,"POPAYAN","CAUCA","B","NO OFICIAL","MAÑANA",18,65,76.22,67,76.06,75.94,77.06,63.44
72348,"COLEGIO ANTONIO NARIÑO",85001,"YOPAL","CASANARE","A","NO OFICIAL","SABATINA - DOMINICAL",10,43.8,48.4,46.6,44,46,50.6,47.2
88559,"COL DE PROFESIONALIZACION TECNOLOGICA",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",1,55,75,62,71,54,78,61
119180,"INST INGABO SEDE RESTREPO",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",11,52.09,49.45,50.18,51.18,49.73,48.36,51
1867,"INSTITUCION EDUCATIVA LA PAZ",5266,"ENVIGADO","ANTIOQUIA","A","OFICIAL","MAÑANA",1,57,51,54,62,54,54,57
28985,"COL CIUDADELA EDUC LA PRESENTACIÓN",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",59,60.58,59.56,61.78,62.58,58.86,60.63,61.34
151977,"COLEGIO PEDAGÓGICO DE COLOMBIA - SEDE PRINCIPAL",18001,"FLORENCIA","CAQUETA","A","NO OFICIAL","SABATINA - DOMINICAL",19,44.63,46.26,45.58,45.05,44.16,45.53,46.37
46268,"COL. TEC. COMERCIAL SANTA MARIA GORETTY",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",14,51.86,51,50.43,52.14,53.14,51.64,50.07
100743,"COL VIDA NUEVA",76001,"CALI","VALLE","B","NO OFICIAL","NOCHE",6,42.67,43.17,38.17,37.5,42.17,43.5,40.33
87486,"COL COMFAMILIAR BUGA",76111,"BUGA","VALLE","B","NO OFICIAL","MAÑANA",39,54.79,56.77,58.21,58.72,63.21,57.97,56.67
17335,"COL BERCHMANS",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",114,67.65,72.66,70.61,72.07,77.66,74.7,67.49
3459,"COLEGIO MARYMOUNT - SEDE PRINCIPAL",8001,"BARRANQUILLA","ATLANTICO","B","NO OFICIAL","COMPLETA U ORDINARIA",82,65.51,76.07,69.65,72.26,89.84,78.27,66.91
66001,"ACADEMIA MILIT CORONEL MIGUEL CABAL BARONA",76111,"BUGA","VALLE","B","NO OFICIAL","MAÑANA",11,54,49.91,58.82,56.36,48.91,50,58.09
111682,"EL CAMINO ACADEMY",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",13,65.46,73.15,68.62,71.46,90.46,73.85,65.31
130732,"COL LA COLINA",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",17,73.65,80.88,81.12,79.06,85.94,84.06,76.18
24430,"COL COOMEVA",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",41,55.59,55.76,57.05,56,58.83,57.27,55.9
170159,"COLEGIO RETOS - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","TARDE",30,61.17,64.73,64.67,65.77,73.27,65.5,62.13
189399,"SEDE 1 ANTONIO REYES UMAÑA",73001,"IBAGUE","TOLIMA","A","OFICIAL","SABATINA - DOMINICAL",4,56.75,51.5,53.75,55.25,45.5,52.5,51.75
173534,"INSTITUTO DE EDUCACIÓN FORMAL DE ADULTOS EL PENSAMIENTO DE PITÁGORAS - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","TARDE",5,44.4,44,51.2,36.6,44.4,40.6,51.8
140400,"COL CENAT",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","SABATINA - DOMINICAL",48,46.48,45.35,46.02,43.88,45.35,46.38,47.02
135558,"COLEGIO REAL (ROYAL SCHOOL) - SEDE PRINCIPAL",8001,"BARRANQUILLA","ATLANTICO","B","NO OFICIAL","COMPLETA U ORDINARIA",55,64.24,67.45,68.89,71.98,86.44,69.07,66.73
43273,"COLEGIO JOSE CELESTINO MUTIS",5045,"APARTADO","ANTIOQUIA","A","OFICIAL","NOCHE",53,44.13,43.19,42.74,39.45,43.75,43.77,44.09
43323,"COLEGIO EL AMPARO",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",66,57.39,55.05,58.44,58.23,56.12,56.61,56.94
108399,"INSTITUTO DE FORMACION PERSPECTIVA - SEDE PRINCIPAL",68081,"BARRANCABERMEJA","SANTANDER","A","NO OFICIAL","SABATINA - DOMINICAL",14,43.43,40.43,38.43,33.93,38.5,41.36,39
6023,"COL. SAN LUIS GONZAGA",17001,"MANIZALES","CALDAS","B","NO OFICIAL","COMPLETA U ORDINARIA",90,64.13,69.88,68.01,68.1,73.27,71.62,68.28
70441,"CORPORACION EDUCATIVA COLEGIO ITALIANO GALILEO GALILEI - SEDE PRINCIPAL",8001,"BARRANQUILLA","ATLANTICO","B","NO OFICIAL","COMPLETA U ORDINARIA",18,58.5,64.06,68.33,65.39,72.33,67.5,66.22
117432,"COLEGIO FERNANDO DE ARAGON DE CARTAGENA",13001,"CARTAGENA","BOLIVAR","A","NO OFICIAL","MAÑANA",98,43.15,41.88,39.61,36.92,45.54,43.27,40.06
135301,"COORPORACION EDUCATIVA DEL SUR OCCIDENTE COLOMBIANO - SEDE PRINCIPAL",19001,"POPAYAN","CAUCA","A","NO OFICIAL","MAÑANA",31,45.81,44.23,44.97,41.9,45.19,44.97,45.16
190272,"CENTRO EDUCATIVO BOLIVARIANO - SEDE PRINCIPAL",52001,"PASTO","NARIÑO","A","NO OFICIAL","TARDE",9,47.78,46.22,48.11,50.33,45.11,46.56,50.67
130252,"CORPORACION TECNOLOGICA EMPRESARIAL - SEDE PRINCIPAL",5360,"ITAGUI","ANTIOQUIA","A","NO OFICIAL","SABATINA - DOMINICAL",5,42.4,46,43,40.8,41.6,48,42.2
119693,"INSTITUTO TECNICO SALOMIA",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",14,51.79,50.21,54.86,59.43,51.36,51,54.43
173146,"LUIS HERNANDEZ VARGAS",85001,"YOPAL","CASANARE","A","OFICIAL","SABATINA - DOMINICAL",14,43.79,45.71,41.57,43.43,46.86,47.21,43.21
100461,"CENTRO DE ESTUDIOS PARA LOS SISTEMAS DE INFORMACIÓN CESI",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",55,47.62,46.25,47.2,46.33,45.6,46.85,47.78
117697,"COL ITEC",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",6,47.5,46.83,45.33,46.33,45.17,46.67,44.17
100305,"COLEGIO DE EDUCACION FORMAL FLEXIBLE SAN MATEO",15001,"TUNJA","BOYACA","A","NO OFICIAL","SABATINA - DOMINICAL",12,50.67,48.42,49.92,53.92,48.5,50.42,49.58
156018,"INST EDUC SAMUEL BARRIENTOS RESTREPO",5001,"MEDELLIN","ANTIOQUIA","A","OFICIAL","NOCHE",7,43.57,39.71,40.14,38.43,43.29,35.43,40.14
100115,"COLEGIO TECNICO JUVENIL DEL SUR",76001,"CALI","VALLE","A","NO OFICIAL","NOCHE",21,47.76,42.48,44.38,43.29,47.48,42.9,45.81
12013,"INSTITUTO TECNICO GIRARDOT",52838,"TUQUERRES","NARIÑO","A","OFICIAL","NOCHE",20,44.75,41.75,45.45,42.25,44.75,43.55,46.25
183251,"CENTRO JOHANN KEPLER - SEDE PRINCIPAL",73449,"MELGAR","TOLIMA","A","NO OFICIAL","SABATINA - DOMINICAL",29,44.97,43.34,43,41.38,42.24,44.52,43.76
191148,"INSTITUTO TRASPASANDO FRONTERAS - SEDE PRINCIPAL",19698,"SANTANDER DE QUILICHAO","CAUCA","A","NO OFICIAL","MAÑANA",12,42.75,39.67,39.58,38.08,41.25,42.83,40.42
118232,"INST EDUC NUESTRA SEÑORA DEL ROSARIO",76364,"JAMUNDI","VALLE","B","NO OFICIAL","MAÑANA",58,55.02,53.03,55.76,55.59,51.05,53.97,55.22
27011,"GIMN. CARTAGENA DE INDIAS",13001,"CARTAGENA","BOLIVAR","B","NO OFICIAL","COMPLETA U ORDINARIA",33,66.15,70.55,69.03,69.12,84.55,72.24,66.88
192278,"GIMNASIO BOLÍVAR - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA",NA,"NO OFICIAL",NA,33,51.36,51.97,53.21,52.52,52.67,52.39,51.97
16824,"COLEGIO DE LA PRESENTACION - AGUACATAL - SEDE PRINCIPAL",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",23,60.52,61,61.22,60.78,63.48,62.61,60.96
58719,"COLEGIO INGLES DE LOS ANDES",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",27,66.85,68.85,67.89,71.19,81.78,71.44,65.89
89631,"GIMNASIO PANAMERICANO",20001,"VALLEDUPAR","CESAR","A","NO OFICIAL","MAÑANA",10,45.5,45.3,46.1,42.9,44.1,46.4,46.5
117770,"INSTITUTO NUEVA ESPERANZA",47001,"SANTA MARTA","MAGDALENA","A","NO OFICIAL","MAÑANA",13,41.46,41.69,39.38,38.38,46.31,42.46,39.15
46557,"COLEGIO BRITANICO INTERNACIONAL",8573,"PUERTO COLOMBIA","ATLANTICO","B","NO OFICIAL","COMPLETA U ORDINARIA",69,63.96,74.14,68.3,72.35,87.54,73.99,66.38
58651,"LIC LOS ALPES",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",39,62.92,63.64,65.97,66.18,72.56,65.87,64.67
93526,"COLEGIO BOSTON - SEDE PRINCIPAL",17001,"MANIZALES","CALDAS","A","NO OFICIAL","NOCHE",4,51,50.25,51.25,47.5,46.75,51,49.5
155705,"CENTRO EDUCATIVO COMFENALCO VALLE - SEDE PRINCIPAL",76147,"CARTAGO","VALLE","B","NO OFICIAL","SABATINA - DOMINICAL",8,48.5,46.13,48.75,44.88,45.75,45.88,50.38
55673,"COL. CEN. DE ARTE JUVENILIA",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",23,56.39,57.26,55.74,59.04,58.96,58,54.43
134239,"CENANFO - SEDE PRINCIPAL",50001,"VILLAVICENCIO","META","A","NO OFICIAL","SABATINA - DOMINICAL",20,46.5,44.75,45.2,44.45,43,46.1,47.8
124883,"CENT EDUC PROGRESEMOS",76001,"CALI","VALLE","A","NO OFICIAL","SABATINA - DOMINICAL",28,46.54,45.11,44.61,42.14,47.57,45.93,44.57
135210,"INST EDUC FORMAL DE ADULTOS PROYECCION SIGLO XXI",54001,"CUCUTA","NORTE SANTANDER","A","NO OFICIAL","SABATINA - DOMINICAL",11,42.91,45.45,44.55,43.64,44.73,44.73,44.36
128157,"CORP  DE SANTANDER CORSAN E.U",68001,"BUCARAMANGA","SANTANDER","A","NO OFICIAL","NOCHE",8,49.38,53.25,58,52.25,50.25,56,58.25
177741,"LICEO LOS LANCEROS",50001,"VILLAVICENCIO","META","A","NO OFICIAL","MAÑANA",22,49.91,50.82,50.86,47.77,50.05,52.32,51.5
101048,"COL SAN JOSE CAMPESTRE",76520,"PALMIRA","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",16,60.31,60.44,65.25,61.63,70.75,61.69,62.75
36178,"I.E. FRANCISCO MANZANERA HENRIQUEZ - SEDE PRINCIPAL",25307,"GIRARDOT","CUNDINAMARCA","A","OFICIAL","NOCHE",6,45,44.17,42.67,40.67,45.5,49.5,42
101899,"COL EMPRESARIAL EDUCATIVO - CEMPED",5001,"MEDELLIN","ANTIOQUIA","A","NO OFICIAL","MAÑANA",25,41.64,42.08,41.6,39.8,43.28,42.88,42.76
117994,"INST CAUCANO DE CAPACITACION EN SALUD",19001,"POPAYAN","CAUCA",NA,"NO OFICIAL","MAÑANA",1,35,37,41,30,43,36,35
74500,"COL TRIANGULO KENNEDY",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",48,46.83,48.5,45.42,45.54,47.13,48.42,45.73
189837,"IE AGROPECUARIO MONTERREY",76111,"BUGA","VALLE","B","OFICIAL","NOCHE",8,46.13,39.63,46.75,44.88,42.63,41.5,48
117929,"INSTITUTO NACIONAL DE ESTUDIOS INTEC - SEDE PRINCIPAL",5360,"ITAGUI","ANTIOQUIA","A","NO OFICIAL","SABATINA - DOMINICAL",2,40,52.5,36,39,41.5,53,37.5
81224,"CENT DE EDUC FORMAL ROBERT HOOKE",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",103,45.93,44.89,45.12,43.21,45.96,44.96,45.7
161711,"CENTRO DE EDUCACION FORMAL Y NO FORMALCOMPUESTUDIO",5266,"ENVIGADO","ANTIOQUIA","A","NO OFICIAL","MAÑANA",11,42.73,50.27,47.91,41.27,52.73,51.09,47.18
111997,"COLEGIO MILITAR ALMIRANTE COLON DE CALI",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",34,53.94,49.88,54.56,51.24,51.15,50.76,54.74
119164,"INST ANDRE MICHELIN",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",81,45.12,45.2,44.43,42.86,43.3,46.32,45.59
74492,"COL TRIANGULO CENTRO",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",8,47.88,47.5,47.88,45.13,45.63,50,48.88
111807,"INST CAMILO TERREROS",76001,"CALI","VALLE","B","NO OFICIAL","TARDE",32,54.28,52,55.09,55.66,52.81,53.44,55.75
126755,"FUND EDUC PARA EL DESARROLLO INTEGRAL DEL SER HUMANO FEDISH",73001,"IBAGUE","TOLIMA","A","NO OFICIAL","SABATINA - DOMINICAL",24,46.54,44.63,45.5,43.25,45.58,45.71,46
125377,"INSTITUCIONN EDUCATIVA NEWTON",23079,"BUENAVISTA","CORDOBA",NA,"NO OFICIAL","SABATINA - DOMINICAL",35,42.63,41.4,39.29,37.34,43.97,41.51,41.17
19505,"COLEGIO DE INGLATERRA (THE ENGLISH SCHOOL) - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",119,64.59,71.48,69.61,71.06,88.18,72.63,66.5
24299,"LIC FRANCES LOUIS PASTEUR",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",113,68.04,74.1,73.4,71.72,82.87,76.36,69.76
118315,"LIC AVANCEMOS",76520,"PALMIRA","VALLE","B","NO OFICIAL","MAÑANA",65,51.72,52.29,51.97,55.08,50.26,52.85,51.43
143826,"COL MIGUEL ANGEL BUONARROTI",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",1,39,42,39,32,45,39,42
161380,"INSTITUTO DE EDUACCION COMFENALCO VALLLE",76001,"CALI","VALLE","B","NO OFICIAL","SABATINA - DOMINICAL",37,46.86,44.3,46.97,42.49,45.3,45.32,46.35
18606,"CARDENAS CENTRO",76520,"PALMIRA","VALLE","A","OFICIAL","NOCHE",24,51.17,48.29,50.63,47.21,48.33,48.04,50.71
109660,"COL DE ENSEÑANZA LATINOAMERICANO",66001,"PEREIRA","RISARALDA","A","NO OFICIAL","MAÑANA",18,46.39,45.89,46,46.61,46.78,47.67,46.33
102855,"POLITECNICO LA SALLE",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",35,49.23,49.17,48,46.91,48.06,49.11,47.86
51177,"COL EDMUNDO VELASQUEZ",54498,"OCAÑA","NORTE SANTANDER","A","OFICIAL","MAÑANA",3,37,34.67,34,34.33,41,37,35
149492,"CENTRO DE EDUCACION INDIVIDUALIZADA",76001,"CALI","VALLE","A","NO OFICIAL","COMPLETA U ORDINARIA",2,57,55,63.5,55,54.5,60,62
75192,"COL GUSTAVO ROJAS PINILLA",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",8,45.63,50.63,44.5,44.13,45.13,49.5,42.88
98533,"COL DIST LA ESTANCIA",11001,"BOGOTÁ D.C.","BOGOTA","A","OFICIAL","NOCHE",26,46.04,46.85,43,43.35,45.38,46.69,44.35
104620,"CORPORACION CIER - SEDE PRINCIPAL",5001,"MEDELLIN","ANTIOQUIA","A","NO OFICIAL","MAÑANA",5,52.8,50.2,46,41.6,44,50.6,50.4
143503,"CORPORACION DE EDUCACION TECNICA DEL ORIENTE - SEDE PRINCIPAL",20011,"AGUACHICA","CESAR","A","NO OFICIAL","SABATINA - DOMINICAL",79,42.68,41.66,40.29,38.95,43.78,43.04,41.41
118802,"COLTECNICO COMFACAUCA",19001,"POPAYAN","CAUCA","B","NO OFICIAL","MAÑANA",47,57.55,55.64,58.98,57.4,56.15,57.21,58.66
164152,"COL LOS ALPES DE LLANO GRANDE - SEDE PRINCIPAL",76520,"PALMIRA","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",8,46.88,45.25,48.38,49.88,46.13,48.13,50.25
139030,"COLEGIO TECNICO DEL CARIBE",20001,"VALLEDUPAR","CESAR","A","NO OFICIAL","SABATINA - DOMINICAL",13,45.85,39.23,41.15,41.62,41.46,39.08,40.77
85662,"COL CAPACITACION 2000",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",26,47.15,46.19,45.85,45.58,45.31,46.12,46.46
101196,"SERVICIO EDUCATIVO NAL DE ADULTOS SENDAS",73504,"ORTEGA","TOLIMA","A","NO OFICIAL","SABATINA - DOMINICAL",30,42.07,38.77,38.1,35.17,40.67,40.43,39
58867,"ASOCIACION COLEGIO GRANADINO",17873,"VILLAMARIA","CALDAS","B","NO OFICIAL","COMPLETA U ORDINARIA",37,67.57,74.97,73.59,72.19,87.78,76.65,69.11
186551,"COLEGIO KUEPA - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",18,41,38.67,41.67,36.33,42.28,37.94,42.67
18614,"COL SAGRADO CORAZON DE JESUS",76520,"PALMIRA","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",36,64.36,64.89,64.47,64.11,64.67,68.14,64.25
156547,"COLEGIO BOLIVARIANO - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","NOCHE",26,50.19,50.19,51.54,52.08,47.19,51.65,51.19
21899,"COL SAN BARTOLOME LA MERCED",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",125,68.32,77.34,72.51,74.64,84.54,78.47,68.83
11262,"COL DEL SGDO  CORAZON DE JESUS BETHLEMITAS",52001,"PASTO","NARIÑO","B","NO OFICIAL","MAÑANA",76,59.39,58.5,62.21,63.64,61.16,60.07,60.93
71860,"INST  TECNOLOG SISTEMATIZADO",27001,"QUIBDO","CHOCO","A","NO OFICIAL","NOCHE",9,42.44,43,37,33.33,42.33,42.67,38.33
93963,"INST DE EDUC FORMAL COMPUESTUDIO",5001,"MEDELLIN","ANTIOQUIA","A","NO OFICIAL","TARDE",6,49.17,48,51,44.33,48.67,47.5,49.83
140517,"INST. EDU. NO FORMAL ANDRES BELLO COLOMBO AMERICANO",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",32,46.5,47.22,46.09,44,46.09,47.13,47.34
19406,"COL HELVETIA",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",50,68.98,75.66,74.18,74.66,86.36,78.88,69.28
159061,"CENTRO DOCENTE URBANO MIXTO OASIS",19548,"PIENDAMO","CAUCA","A","OFICIAL","TARDE",10,41.6,43,43.1,39.1,44.1,41.9,43.5
164541,"SEDE 4 CURAL LA TIGRERA",73001,"IBAGUE","TOLIMA","A","OFICIAL","SABATINA - DOMINICAL",16,42.81,42.38,42,40.56,42.31,43.69,43.88
110759,"INSTITUTO DE EDUCACION FORMAL Y NO FORMAL ALIANZA ACADEMICA Y CIA LTDA",5001,"MEDELLIN","ANTIOQUIA",NA,"NO OFICIAL","NOCHE",25,44.56,44.2,44.96,37.96,43.28,44.96,45.56
163915,"INST POLITECNICO JOSE CELESTINO MUTIS",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","SABATINA - DOMINICAL",124,43.4,42.7,42.65,39.31,43.3,43.25,42.84
130369,"CENT EDUC DIST ISMAEL PERDOMO",11001,"BOGOTÁ D.C.","BOGOTA","A","OFICIAL","NOCHE",11,47.55,47.09,48.09,47.55,45.82,48.82,49.36
83816,"COLEGIO INSTITUTO EDUCATIVO COLOMBIANO INSECOL",52356,"IPIALES","NARIÑO","A","NO OFICIAL","TARDE",36,47.19,44.81,44.78,45.17,44.58,44.42,45.11
26369,"GIMN DEL NORTE - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",40,64.43,67.68,66.3,70.05,83.7,69.15,64.2
101204,"INSTITUTO SEMIPRESENCIAL ALFEREZ REAL",86320,"ORITO","PUTUMAYO","A","NO OFICIAL","SABATINA - DOMINICAL",19,42.95,42.74,41.58,43.89,46.58,43.74,42.89
57539,"COLEGIO COLOMBO ARABE DAR EL ARKAM",44430,"MAICAO","LA GUAJIRA","B","NO OFICIAL","COMPLETA U ORDINARIA",24,52.58,55.42,51.71,55.63,62.29,55.83,50.38
119479,"INST EDUC LUISEG",52001,"PASTO","NARIÑO","A","NO OFICIAL","MAÑANA",16,46.13,46.81,48.19,47.94,46.56,49.38,48.69
19513,"FUND NUEVO MARYMOUNT",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",62,70.03,78.77,72.45,72.61,87.71,80.21,68.98
56077,"GIMN JUVENIL SANTA CATALINA",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",8,49.63,50.25,53.63,47.38,47.25,49.75,52.63
150045,"INSTITUTO DE EXCELENCIA HUMANA Y ACADEMICA IDEHA - SEDE PRINCIPAL",95001,"SAN JOSE DEL GUAVIARE","GUAVIARE","A","NO OFICIAL","SABATINA - DOMINICAL",6,45.33,41.67,42.33,44.33,42.33,44.33,44.17
175646,"COLEGIO INCADE - SEDE PRINCIPAL",25286,"FUNZA","CUNDINAMARCA","A","NO OFICIAL","COMPLETA U ORDINARIA",26,48.19,50.42,49.54,48.23,43.54,52.19,50.12
119149,"COL HARVARD",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",26,52.85,53.73,55.23,56.08,59.27,55.23,55.77
99200,"CENTRO EDUCATIVO VIDA CEVIDA",17380,"LA DORADA","CALDAS","A","NO OFICIAL","SABATINA - DOMINICAL",4,42.25,44.25,46.75,41,44.75,46,47.25
22921,"INST. SIKUANI - CIUDAD JARDÍN NORTE - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","COMPLETA U ORDINARIA",3,45.33,50.67,49.33,52,54.33,51,47.33
53348,"COL BILING CLERMONT - SEDE PRINCIPAL",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",25,65.88,75.12,69.12,71.24,83.8,75.68,65.52
119735,"LICEO SUPERIOR JUAN PABLO II - SEDE PRINCIPAL",76001,"CALI","VALLE","B","NO OFICIAL","MAÑANA",26,49.65,51.15,49.58,51.92,50.12,53.19,49.42
62182,"COL BILING BUCKINGHAM",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",46,69.15,76.11,73,75.65,89.5,76.85,69.43
93559,"BACHILLERATO ACADEMICO PARA ADULTOS ALHERSAN",19548,"PIENDAMO","CAUCA","A","NO OFICIAL","SABATINA - DOMINICAL",72,41.47,41.14,42.4,40.11,44.29,41.54,42.96
95018,"LIC JESÚS BERTÍN",76111,"BUGA","VALLE","B","NO OFICIAL","MAÑANA",13,49.69,48.92,47.08,46.38,50.54,53.38,48.31
116848,"CENTRO EDUCATIVO TOLIMENSE ESPECIALIZADO EN SISTEMAS",73268,"ESPINAL","TOLIMA","A","NO OFICIAL","SABATINA - DOMINICAL",7,46,44.71,45.86,42.29,42.86,45,47.57
62190,"GIMN CAMP PARA LA EDUCACION INTEGRAL GICEI",25175,"CHIA","CUNDINAMARCA","B","NO OFICIAL","COMPLETA U ORDINARIA",45,62.11,60.51,65.69,64.07,74.44,61.22,62.36
156943,"LIC  PSICOPEDAG EL CARMELO",11001,"BOGOTÁ D.C.","BOGOTA","A","NO OFICIAL","MAÑANA",44,44.77,43.55,45.36,43,43.57,43.68,46.07
94409,"INST JORGE ELIECER GAITAN",52001,"PASTO","NARIÑO","B","NO OFICIAL","SABATINA - DOMINICAL",31,46.65,43.77,48.03,47.06,44.84,45.06,48.32
22665,"GIMN JOSEFINA CASTRO DE ESCOBAR",11001,"BOGOTÁ D.C.","BOGOTA","B","NO OFICIAL","COMPLETA U ORDINARIA",25,62.52,61.6,63.04,61.48,75.6,63.76,62
88518,"COL SEMIPRESENCIAL SAN JUAN BOSCO",86568,"PUERTO ASIS","PUTUMAYO","A","NO OFICIAL","SABATINA - DOMINICAL",27,44,40.37,39.85,39.67,44.15,41.37,41.37
31732,"COLEGIO SALESIANO SAN JUAN BOSCO",66170,"DOS QUEBRADAS","RISARALDA","A","NO OFICIAL","NOCHE",5,52.4,51.8,52.6,48.8,45,54.6,50.8
53967,"COLEGIO BILINGÜE MAXIMILIANO KOLBE - SEDE PRINCIPAL",25214,"COTA","CUNDINAMARCA","B","NO OFICIAL","COMPLETA U ORDINARIA",27,63.63,64.89,64.41,65.41,80.85,66.19,63.48
17186,"COLEGIO NUESTRA SEÑORA DEL ROSARIO",76001,"CALI","VALLE","B","NO OFICIAL","COMPLETA U ORDINARIA",15,64.27,60.4,64.4,64.4,69.2,64.2,64.47
53363,"COL. BILINGUE SANTA MARTA",47001,"SANTA MARTA","MAGDALENA","B","NO OFICIAL","COMPLETA U ORDINARIA",36,62.5,67.14,64.11,64.19,84.08,68,62.42
108860,"COL CENT DE ESTUDIOS HUITAKA",25290,"FUSAGASUGA","CUNDINAMARCA","A","NO OFICIAL","MAÑANA",28,44.82,44.11,45.18,45.18,45.07,44.21,45.61
118471,"CENT EDUCATIVO DEL NORTE LA MERCED",19001,"POPAYAN","CAUCA","B","NO OFICIAL","MAÑANA",14,48.5,45.71,50.93,49.5,51.21,46.29,51.79
170571,"I.E.R. EL ROSAL - SEDE PRINCIPAL",86865,"VILLA GUAMEZ (LA HORMIGA)","PUTUMAYO","A","OFICIAL","MAÑANA",4,51.5,48.75,57,49.75,44.25,50.5,57.25
